Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Máximo_puntaje_psu_prom_math_leng;Promedio_pje_psu_prom_math_leng;Mínimo_puntaje_psu_prom_math_leng;Puntaje_corte_primerselec;Puntaje_corte_promcarrera;Puntaje_corte_ultselec;Máximo_pje_nem;Promedio_pje_nem;Mínimo_pje_nem;Máximo_pje_ranking;Promedio_pje_ranking;Mínimo_pje_ranking;Número_alumnos_ingreso_psu;Número_alumnos_otro_ingreso;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Matrícula_primer_año_hombres;Matrícula_primer_año_mujeres;Matrícula_primer_año_extranjero;Matrícula_primer_año;Matrícula_total_hombres;Matrícula_total_mujeres;Matrícula_total_extranjero;Matrícula_total;Matrícula_total_cohorte_año_anterior;Cód_sies;Pregado_postgrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1398;Pedagogía en Filosofía;Pedagogía en Filosofía;;Diurno;Programa Regular;Educación;1007023;Profesional con Licenciatura;Ingreso Directo;1957;;10;;1003001;Profesor de Filosofía;Licenciado en Educación;645;587;526;743;618;567;792;599;480;805;612;481;24;3;110000;2848864;20700;20;11;16;;27;51;40;;91;;I87S1C114J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1399;Pedagogía en Historia y Geografía;Pedagogía en Historia y Geografía;;Diurno;Programa Regular;Educación;1007025;Profesional con Licenciatura;Ingreso Directo;1958;;10;;1003001;Profesor de Historia y Geografía;Licenciado en Educación;693;588;527;764;640;592;750;628;464;801;646;466;43;2;110000;2848864;20700;45;25;20;;45;160;109;;269;;I87S1C116J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1516;Pedagogía en Inglés y similares;Pedagogía en Inglés;;Diurno;Programa Regular;Educación;1007007;Profesional con Licenciatura;Ingreso Directo;1919;;10;;1003001;Profesor de Inglés;Licenciado en Educación;721;598;526;766;637;592;803;652;491;850;682;492;55;5;110000;2848864;20700;55;19;41;;60;94;207;;301;;I87S1C236J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;38521;Pedagogía en Inglés y similares;Pedagogía en Inglés;;Diurno;Programa Regular;Educación;1007007;Profesional con Licenciatura;Ingreso Directo;2018;;10;;1003003;Profesor de Inglés;Licenciado en Educación;658;599;536;702;617;557;760;611;473;825;638;473;29;4;110000;2848864;20700;25;14;19;;33;24;53;;77;;I87S3C236J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;40928;Pedagogía en Matemáticas;Pedagogía en Matemática;;Diurno;Programa Regular;Educación;1007008;Profesional con Licenciatura;Ingreso Directo;2018;;10;;1003001;Profesor/a de Matemática;Licenciado/A en Educación;722;611;529;774;655;601;830;702;544;850;740;544;42;1;110000;2848864;20700;40;23;20;;43;44;37;;81;;I87S1C307J1V2;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;40929;Pedagogía en Matemáticas;Pedagogía en Matemática;;Diurno;Programa Regular;Educación;1007008;Profesional con Licenciatura;Ingreso Directo;2018;;10;;1003003;Profesor/a de Matemática;Licenciado/A en Educación;692;584;527;721;586;504;756;585;424;801;603;427;24;1;110000;2848864;20700;20;9;16;;25;16;26;;42;;I87S3C307J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1395;Pedagogía en Música;Pedagogía en Educación Musical;;Diurno;Programa Regular;Educación;1007006;Profesional con Licenciatura;Ingreso Directo;1969;;10;;1003001;Profesor de Educación Musical;Licenciado en Educación;697;617;385;828;669;609;824;664;587;850;693;586;32;5;110000;2848864;20700;25;29;8;;37;102;61;;163;;I87S1C112J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1423;Bachillerato en Humanidades;Bachillerato en Humanidades;;Diurno;Programa Regular;Humanidades;1006014;Bachillerato;Ingreso Directo;2000;;4;;1003001;;Bachiller en Humanidades;642;560;480;730;613;563;735;605;473;805;630;473;41;;110000;2642679;20700;40;14;27;;41;23;36;;59;;I87S1C5J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1521;Geografía;Geografía;;Diurno;Programa Regular;Humanidades;1006007;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1003001;Geógrafo;Licenciado en Geografía;668;574;492;705;583;508;767;572;429;793;583;435;45;1;110000;3789201;20700;55;32;14;;46;200;104;;304;;I87S1C230J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;13974;Historia;Licenciatura en Historia;;Diurno;Programa Regular;Humanidades;1006001;Licenciatura;Ingreso Directo;2007;;;;1003001;;Licenciado en Historia;728;555;475;729;612;569;750;600;506;818;620;510;30;2;110000;3307780;20700;30;22;10;;32;65;33;;98;;I87S1C14J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1515;Traducción, Intérprete y similares;Traducción e Interpretación en Idiomas extranjeros;;Diurno;Programa Regular;Humanidades;1006002;Profesional con Licenciatura;Ingreso Directo;2004;;12;;1003001;Traductor Intérprete en Idiomas Extranjeros;Licenciado en Traductología o Lic. en Translatología;721;611;492;774;667;626;798;697;576;850;740;575;68;9;110000;3530480;20700;75;18;59;;77;91;274;;365;;I87S1C237J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;26315;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;2013;;10;;1003002;Enfermera(o);Licenciado en Enfermería;669;575;500;684;618;595;835;672;547;850;699;550;63;1;110000;3857461;20700;60;10;54;;64;66;240;;306;;I87S2C38J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1370;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;1947;;10;;1003001;Enfermero(a);Licenciado en Enfermería;720;630;539;751;672;644;813;715;629;850;752;634;104;7;110000;3857461;20700;105;21;90;;111;110;412;;522;;I87S1C38J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;26314;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;2013;;10;;1003003;Enfermera(o);Licenciado en Enfermería;676;569;495;693;621;583;778;676;545;850;721;554;56;3;110000;3857461;20700;60;8;51;;59;53;260;;313;;I87S3C38J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1424;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional;Ingreso Directo;2001;;10;;1003001;Fonoaudiólogo;;660;561;479;689;606;574;771;660;534;850;692;534;59;2;110000;3857461;20700;58;13;48;;61;37;318;;355;;I87S1C151J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1519;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1003001;Kinesiólogo;Licenciado en Kinesiología;717;587;477;747;638;609;813;697;587;850;736;606;72;6;110000;4599445;20700;70;36;42;;78;163;191;;354;;I87S1C235J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1380;Medicina;Medicina;;Diurno;Programa Regular;Salud;1009003;Profesional con Licenciatura;Ingreso Directo;1924;;14;;1003001;Médico Cirujano;Licenciado en Medicina;815;758;696;832;785;770;835;793;666;850;831;773;100;8;110000;6341834;20700;105;52;56;;108;454;397;;851;;I87S1C102J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1381;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;1975;;9;;1003001;Nutricionista;Licenciado en Nutrición y Dietética;684;583;479;730;634;600;813;694;565;850;730;566;61;6;110000;3857461;20700;65;8;59;;67;41;271;;312;;I87S1C104J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1382;Obstetricia y Puericultura;Obstetricia y Puericultura;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;1967;;10;;1003001;Matrona;Licenciado en Obstetricia y Puericultura;737;645;571;733;690;670;809;736;623;850;780;646;99;5;110000;3857461;20700;100;1;103;;104;38;495;;533;;I87S1C105J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1383;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;1919;;11;;1003001;Cirujano Dentista;Licenciado en Odontología;729;658;575;749;699;675;813;739;634;850;779;664;73;8;110000;6341834;20700;75;23;58;;81;174;334;;508;;I87S1C106J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1388;Química y Farmacia;Química y Farmacia;;Diurno;Programa Regular;Salud;1009006;Profesional con Licenciatura;Ingreso Directo;1919;;11;;1003001;Químico Farmacéutico;Licenciado en Farmacia;771;642;554;789;685;657;824;725;559;850;762;558;88;7;110000;3857461;20700;85;39;56;;95;284;335;;619;;I87S1C145J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1428;Tecnología Médica;Tecnología Médica;;Diurno;Programa Regular;Salud;1009007;Profesional;Ingreso Directo;2002;;10;;1003001;Tecnólogo Médico;;761;668;587;746;712;690;820;749;640;850;796;666;70;4;110000;4599445;20700;75;27;47;;74;138;205;;343;;I87S1C189J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1510;Bioingeniería;Bioingeniería;;Diurno;Programa Regular;Tecnología;1008012;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1003001;Bioingeniero;Licenciado en Bioingeniería;772;636;571;789;664;627;803;689;581;850;717;596;43;2;110000;4817533;20700;45;24;21;;45;140;122;;262;;I87S1C229J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;18218;Ingeniería Ambiental;Ingeniería Ambiental;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2010;;10;;1003002;Ingeniero Ambiental;Licenciado en Ciencias Ambientales;684;568;478;709;586;543;777;608;495;839;629;495;36;;110000;4315201;20700;35;17;19;;36;89;93;;182;;I87S2C241J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1534;Ingeniería Ambiental;Ingeniería Ambiental;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2005;;10;;1003001;Ingeniero Ambiental;Licenciado en Ciencias Ambientales;723;617;533;766;642;596;792;666;555;837;688;554;53;2;110000;4315201;20700;55;22;33;;55;140;187;;327;;I87S1C241J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;18275;Ingeniería Ambiental;Ingeniería en Conservación de Recursos Naturales;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;2010;;10;;1003001;Ingeniero en Conservación de Recursos Naturales;Licenciado en Conservación de Recursos Naturales;692;604;522;711;624;587;767;646;555;850;673;554;40;3;110000;4315201;20700;40;17;26;;43;119;142;;261;;I87S1C414J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1427;Ingeniería Civil Aeroespacial;Ingeniería Civil Aeroespacial;;Diurno;Programa Regular;Tecnología;1008019;Profesional con Licenciatura;Ingreso Directo;2002;;12;;1003001;Ingeniero Civil Aeroespacial;Licenciado en Ciencias de la Ingeniería;814;670;603;815;701;661;809;723;608;850;761;633;26;4;110000;4910998;20700;20;22;8;;30;97;31;;128;;I87S1C188J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1535;Ingeniería Civil Biomédica;Ingeniería Civil Biomédica;;Diurno;Programa Regular;Tecnología;1008020;Profesional con Licenciatura;Ingreso Directo;2005;;12;;1003001;Ingeniero Civil Biomédico;Licenciado en Ciencias de la Ingeniería;757;645;554;771;680;637;824;705;601;850;742;611;61;4;110000;5202935;20700;60;36;29;;65;146;135;;281;;I87S1C242J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1402;Ingeniería Civil Eléctrica y similares;Ingeniería Civil Eléctrica;;Diurno;Programa Regular;Tecnología;1008001;Profesional con Licenciatura;Ingreso Directo;1961;;12;;1003001;Ingeniero Civil Eléctrico;Licenciado en Ciencias de la Ingeniería;778;650;542;794;679;628;830;694;587;850;734;595;48;4;110000;4682728;20700;45;44;8;;52;301;34;;335;;I87S1C47J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1403;Ingeniería Civil Electrónica y similares;Ingeniería Civil Electrónica;;Diurno;Programa Regular;Tecnología;1008022;Profesional con Licenciatura;Ingreso Directo;1982;;12;;1003001;Ingeniero Civil Electrónico;Licenciado en Ciencias de la Ingeniería;809;639;561;830;669;609;835;685;528;850;718;528;52;1;110000;4682728;20700;50;49;4;;53;248;23;;271;;I87S1C48J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1405;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil Informática;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;Ingreso Directo;1982;;12;;1003001;Ingeniero Civil Informático;Licenciado en Ciencias de la Ingeniería;773;652;537;762;680;638;799;701;597;850;736;596;63;4;110000;4625668;20700;55;55;12;;67;254;38;;292;;I87S1C49J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1407;Ingeniería Civil en Metalurgia;Ingeniería Civil Metalúrgica;;Diurno;Programa Regular;Tecnología;1008029;Profesional con Licenciatura;Ingreso Directo;1961;;12;;1003001;Ingeniero Civil Metalúrgico;Licenciado en Ciencias de la Ingeniería;730;590;492;737;599;506;750;599;396;810;617;396;72;1;110000;4453284;20700;75;63;10;;73;305;106;;411;;I87S1C52J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;26317;Ingeniería Civil en Minas;Ingeniería Civil de Minas;;Diurno;Programa Regular;Tecnología;1008002;Profesional con Licenciatura;Ingreso Directo;2013;;11;;1003001;Ingeniero Civil de Minas;Licenciado en Ciencias de la Ingeniería;739;609;497;734;649;610;820;680;555;850;717;555;70;6;110000;5500641;20700;70;58;18;;76;240;79;;319;;I87S1C518J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1375;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;Ingreso Directo;1931;;12;;1003001;Ingeniero Civil;Licenciado en Ciencias de la Ingeniería;773;655;567;807;693;658;813;719;576;850;752;575;70;9;110000;4682728;20700;65;58;21;;79;324;119;;443;;I87S1C45J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1517;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil de Materiales;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;Ingreso Directo;2004;;11;;1003001;Ingeniero Civil de Materiales;Licenciado en Ciencias de la Ingeniería;702;574;486;644;555;510;686;531;418;715;535;425;23;;110000;4682728;20700;45;19;4;;23;103;27;;130;;I87S1C231J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1518;Ingeniería Civil en Telecomunicaciones;Ingeniería Civil en Telecomunicaciones;;Diurno;Programa Regular;Tecnología;1008030;Profesional con Licenciatura;Ingreso Directo;2004;;12;;1003001;Ingeniero Civil en Teleinformación;Licenciado en Ciencias de la Ingeniería;687;579;479;722;584;511;750;572;435;850;588;435;33;;110000;4910998;20700;50;30;3;;33;132;21;;153;;I87S1C12J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1404;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;Ingreso Directo;1982;;12;;1003001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería;763;653;578;757;695;659;824;731;608;850;769;635;116;10;110000;4453284;20700;115;89;37;;126;465;234;;699;;I87S1C50J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1430;Ingeniería Civil Matemática;Ingeniería Civil Matemática;;Diurno;Programa Regular;Tecnología;1003010;Profesional con Licenciatura;Ingreso Directo;2003;;12;;1003001;Ingeniero Civil Matemático;Licenciado en Ciencias de la Ingeniería Matemática;823;635;507;780;672;610;824;685;538;850;718;538;39;;110000;4111346;20700;35;24;15;;39;116;52;;168;;I87S1C208J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1406;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;;Diurno;Programa Regular;Tecnología;1008006;Profesional con Licenciatura;Ingreso Directo;1956;;12;;1003001;Ingeniero Civil Mecánico;Licenciado en Ciencias de la Ingeniería;767;652;529;784;675;639;824;686;534;850;714;592;59;2;110000;4682728;20700;50;54;7;;61;358;42;;400;;I87S1C51J1V1;Pregrado
